School Name,State Name [Public School] Latest available year,Agency Name [Public School] 2016-17,Agency ID - NCES Assigned [Public School] Latest available year,American Indian/Alaska Native Students [Public School] 2016-17,Asian or Asian/Pacific Islander Students [Public School] 2016-17,Hispanic Students [Public School] 2016-17,Black Students [Public School] 2016-17,White Students [Public School] 2016-17,Hawaiian Nat./Pacific Isl. Students [Public School] 2016-17,Two or More Races Students [Public School] 2016-17,Total Race/Ethnicity [Public School] 2016-17
HOWARD ELEMENTARY,California,Oakland Unified,628050,1,7,42,135,12,6,11,†
HOWARD ELEMENTARY,California,Madera Unified,623340,2,2,465,3,76,1,6,†
HOWARD GARDNER COMMUNITY CHARTER,California,Chula Vista Elementary,608610,2,3,184,9,11,1,2,†
HOWARD INGHRAM ELEMENTARY,California,San Bernardino City Unified,634170,1,2,192,68,3,–,73,†
HOWARD J. MCKIBBEN ELEMENTARY,California,South Whittier Elementary,637560,–,9,335,4,34,–,1,†
HOWARD PENCE ELEMENTARY,California,South Bay Union,637380,–,40,606,15,9,–,10,†
HOWARD TANNER,California,Paramount Unified,629850,–,4,520,40,4,9,5,†
HOWARD WOOD ELEMENTARY,California,Torrance Unified,639420,2,74,168,25,94,7,54,†
HOWE AVENUE ELEMENTARY,California,San Juan Unified,634620,3,124,303,113,133,15,35,†
HOWELL MOUNTAIN ELEMENTARY,California,Howell Mountain Elementary,617760,1,4,45,3,32,–,1,†
HUBBARD STREET ELEMENTARY,California,Los Angeles Unified,622710,–,5,574,3,24,1,4,†
HUBERT H. BANCROFT ELEMENTARY,California,Sacramento City Unified,633840,4,20,144,48,205,9,48,†
HUBERT HOWE BANCROFT MIDDLE,California,Los Angeles Unified,622710,4,34,575,130,55,1,15,†
HUDNALL (CLAUDE) ELEMENTARY,California,Inglewood Unified,618390,9,–,258,91,1,1,3,†
HUDSON K-8,California,Long Beach Unified,622500,4,192,366,110,10,18,28,†
HUENEME ELEMENTARY,California,Hueneme Elementary,617850,1,13,272,18,54,2,16,†
HUENEME HIGH,California,Oxnard Union High,629270,4,58,1987,28,64,8,32,†
HUERTA (DOLORES) ELEMENTARY,California,San Francisco Unified,634410,–,10,268,20,47,–,30,†
HUGHES MIDDLE,California,Long Beach Unified,622500,5,289,648,336,146,26,78,†
HUGHES-ELIZABETH LAKES,California,Hughes-Elizabeth Lakes Union Elementary,617880,1,1,57,2,132,–,9,†
HUGHSON ELEMENTARY,California,Hughson Unified,600060,–,7,333,–,212,–,2,†
HUGHSON HIGH,California,Hughson Unified,600060,5,5,352,1,315,–,11,†
HUGO REID ELEMENTARY,California,Arcadia Unified,602970,–,354,134,11,85,1,22,†
HUMANITAS ACAD OF ART AND TECH AT ESTEBAN E. TORRES HIGH #4,California,Los Angeles Unified,622710,1,–,397,1,4,–,–,†
HUMANITIES AND ARTS (HARTS) ACADEMY OF LOS ANGELES,California,Los Angeles Unified,622710,–,22,284,110,33,18,13,†
HUMBOLDT COUNTY OFFICE OF EDUCATION COURT,California,Humboldt County Office of Education,691009,1,0,2,0,6,0,1,†
HUMBOLDT COUNTY OFFICE OF EDUCATION JUVENILE HALL COURT,California,Humboldt County Office of Education,691009,0,0,2,1,6,0,1,†
HUMBOLDT COUNTY ROP,California,Humboldt County ROP,600100,0,0,0,0,0,0,0,†
HUME LAKE CHARTER,California,Fresno County Office of Education,691007,1,1,7,–,52,–,3,†
HUMPHREYS AVENUE ELEMENTARY,California,Los Angeles Unified,622710,–,–,623,2,9,–,–,†
HUMPHREYS COLLEGE ACADEMY OF BUSINESS LAW AND EDUCATION,California,New Jerusalem Elementary,627030,2,70,398,64,61,1,73,†
HUNT ELEMENTARY,California,San Bernardino City Unified,634170,2,4,381,175,30,1,47,†
HUNT ELEMENTARY,California,Newman-Crows Landing Unified,627200,–,5,268,7,53,–,5,†
HUNTINGTON BEACH HIGH,California,Huntington Beach Union High,618060,34,333,608,39,1739,17,176,†
HUNTINGTON DRIVE ELEMENTARY,California,Los Angeles Unified,622710,1,11,342,7,16,–,3,†
HUNTINGTON MIDDLE,California,San Marino Unified,634860,1,431,63,6,190,–,68,†
HUNTINGTON PARK ELEMENTARY,California,Los Angeles Unified,622710,–,–,433,–,8,1,–,†
HUNTINGTON PARK SENIOR HIGH,California,Los Angeles Unified,622710,1,6,1557,19,10,–,2,†
HUNTINGTON SEACLIFF ELEMENTARY,California,Huntington Beach City Elementary,618030,–,169,105,1,355,7,90,†
HURD BARRINGTON ELEMENTARY,California,Newman-Crows Landing Unified,627200,–,6,321,11,108,–,16,†
HURLEY ELEMENTARY,California,Visalia Unified,641160,3,34,306,4,299,1,36,†
HURLEY ELEMENTARY,California,Rowland Unified,633750,–,7,518,1,4,–,14,†
HURON ELEMENTARY,California,Coalinga-Huron Unified,609120,–,32,811,2,3,–,6,†
HURON MIDDLE,California,Coalinga-Huron Unified,609120,1,8,362,–,1,–,2,†
HYAMPOM ARTS MAGNET ELEMENTARY,California,Mountain Valley Unified,600018,0,0,0,0,0,0,0,†
HYATT ELEMENTARY,California,San Jacinto Unified,634440,6,1,461,45,40,3,19,†
HYDESVILLE ELEMENTARY,California,Hydesville Elementary,618120,–,1,16,–,160,–,19,†
IBARRA ELEMENTARY,California,San Diego Unified,634320,3,78,285,103,13,3,20,†
ICEF INGLEWOOD ELEMENTARY CHARTER ACADEMY,California,Inglewood Unified,618390,2,1,68,325,–,3,3,†
ICEF INGLEWOOD MIDDLE CHARTER ACADEMY,California,Inglewood Unified,618390,–,–,26,192,2,–,–,†
ICEF INNOVATION LOS ANGELES CHARTER,California,Los Angeles Unified,622710,2,1,32,153,–,–,1,†
ICEF LOU DANTZLER PREPARATORY ACADEMY,California,Los Angeles Unified,622710,0,0,136,234,1,0,0,†
ICEF VIEW PARK PREPARATORY CHARTER,California,Los Angeles Unified,622710,7,–,16,509,–,1,5,†
ICEF VIEW PARK PREPARATORY CHARTER HIGH,California,Los Angeles Unified,622710,4,2,31,627,–,2,4,†
ICEF VIEW PARK PREPARATORY CHARTER MIDDLE,California,Los Angeles Unified,622710,2,1,12,428,–,–,3,†
ICEF VISTA ELEMENTARY ACADEMY,California,Los Angeles Unified,622710,–,1,348,4,3,–,1,†
ICEF VISTA MIDDLE ACADEMY,California,Los Angeles Unified,622710,–,1,228,10,–,–,–,†
IDA JEW ACADEMIES,California,Mount Pleasant Elementary,626400,4,44,520,14,29,2,19,†
IDEA CENTER,CALIFORNIA,Grossmont Union High,616230,1,3,53,11,76,–,12,†
IDYLLWILD ELEMENTARY,California,Hemet Unified,616920,2,8,113,4,190,1,11,†
IFTIN CHARTER,California,San Diego Unified,634320,–,6,19,376,21,–,1,†
IGO-ONO ELEMENTARY,California,Igo Ono Platina Union Elementary,618160,1,3,6,4,20,2,–,†
IHIGH VIRTUAL ACADEMY,California,San Diego Unified,634320,–,6,10,–,15,–,5,†
ILEAD HYBRID,CALIFORNIA,Acton-Agua Dulce Unified,600001,5,73,659,77,1286,–,270,†
ILEAD LANCASTER CHARTER,California,Lancaster Elementary,620880,1,6,225,127,211,1,102,†
IMAGINE SCHOOLS AT IMPERIAL VALLEY,California,El Centro Elementary,612030,–,1,781,5,23,–,–,†
IMAGINE SCHOOLS RIVERSIDE COUNTY,California,Riverside County Office of Education,691026,–,3,333,–,1,–,–,†
IMOGENE GARNER HOOK JUNIOR HIGH,California,Victor Valley Union High,636972,4,12,492,209,52,5,36,†
IMPACT ACADEMY OF ARTS & TECHNOLOGY,California,Hayward Unified,616740,1,74,377,59,34,16,26,†
IMPERIAL AVE. HOLBROOK HIGH,California,Imperial Unified,618210,–,–,45,–,10,–,1,†
IMPERIAL BEACH CHARTER,California,South Bay Union,637380,–,35,518,25,228,4,36,†
IMPERIAL COUNTY JUVENILE HALL/COMMUNITY,California,Imperial County Office of Education,691010,0,0,8,0,0,0,0,†
IMPERIAL COUNTY SPECIAL EDUCATION,California,Imperial County Office of Education,691010,2,3,368,3,18,–,3,†
IMPERIAL ELEMENTARY,California,Downey Unified,611460,–,9,498,12,20,1,1,†
IMPERIAL ELEMENTARY,California,Orange Unified,628650,1,88,97,4,271,2,14,†
IMPERIAL HIGH,California,Imperial Unified,618210,4,23,975,17,188,–,7,†
IMPERIAL MIDDLE,California,La Habra City Elementary,620190,2,21,672,14,59,–,11,†
IMPERIAL PATHWAYS CHARTER,CALIFORNIA,Imperial County Office of Education,691010,0,0,53,0,2,0,1,†
IMPERIAL VALLEY HOME SCHOOL ACADEMY,California,El Centro Elementary,612030,–,–,48,–,27,–,3,†
IMPERIAL VALLEY ROP,California,Imperial Valley ROP,600101,0,0,0,0,0,0,0,†
INA ARBUCKLE ELEMENTARY,California,Jurupa Unified,619260,2,1,491,25,12,–,11,†
INDEPENDENCE,California,Lodi Unified,622230,3,50,47,17,55,5,6,†
INDEPENDENCE CHARTER,California,Salida Union Elementary,633900,0,4,44,8,15,0,4,†
INDEPENDENCE CHARTER ACADEMY,CALIFORNIA,Helendale Elementary,616860,–,–,112,14,56,–,4,†
INDEPENDENCE CONTINUATION,California,El Dorado Union High,612070,5,0,18,3,52,2,5,†
INDEPENDENCE CONTINUATION,California,Los Angeles Unified,622710,–,2,101,3,10,1,1,†
INDEPENDENCE CONTINUATION HIGH,California,Golden Valley Unified,600068,0,1,8,0,1,0,0,†
INDEPENDENCE ELEMENTARY,California,Los Angeles Unified,622710,1,1,735,2,11,1,3,†
INDEPENDENCE ELEMENTARY,California,Rosedale Union Elementary,633480,8,47,224,31,384,–,21,†
INDEPENDENCE HIGH,California,San Francisco Unified,634410,1,30,78,26,51,6,13,†
INDEPENDENCE HIGH,California,Liberty Union High,621600,2,7,106,22,145,2,11,†
INDEPENDENCE HIGH,California,Kern High,619540,10,159,1158,166,496,3,77,†
INDEPENDENCE HIGH,California,Paso Robles Joint Unified,600048,1,3,45,1,54,–,4,†
INDEPENDENCE HIGH,California,East Side Union High,611820,9,1743,991,71,85,18,27,†
INDEPENDENCE HIGH (ALTERNATIVE),California,Roseville Joint Union High,633630,2,8,34,6,116,2,14,†
INDEPENDENCE HIGH (ALTERNATIVE),California,Alhambra Unified,600153,–,14,68,2,3,–,2,†
INDEPENDENCE HIGH (ALTERNATIVE),California,Merced Union High,624660,–,1,21,3,10,–,1,†
INDEPENDENCE HIGH (CONTINUATION),California,Amador County Unified,602450,2,0,7,1,32,0,4,†
INDEPENDENT ELEMENTARY,California,Castro Valley Unified,607800,–,265,111,30,151,1,98,†
INDEPENDENT STUDY PROGRAM,California,Mountain View Whisman,626280,0,0,3,2,8,0,0,†
INDEPENDENT STUDY SOJOURNER TRUTH,California,Oakland Unified,628050,1,7,58,31,13,3,5,†
INDERKUM HIGH,California,Natomas Unified,600036,11,496,527,481,291,56,149,†
INDIAN CREEK ELEMENTARY,California,Mother Lode Union Elementary,625980,21,4,207,6,340,–,21,†
INDIAN DIGGINGS ELEMENTARY,California,Indian Diggings Elementary,618240,0,0,3,0,12,0,2,†
INDIAN HILLS CONTINUATION HIGH,California,Las Virgenes Unified,621000,0,0,7,1,21,0,0,†
INDIAN HILLS ELEMENTARY,California,Jurupa Unified,619260,1,27,431,16,120,2,25,†
INDIAN SPRINGS ELEMENTARY,California,Indian Springs Elementary,618270,0,0,2,0,9,0,0,†
INDIAN SPRINGS HIGH,California,San Bernardino City Unified,634170,10,50,1405,201,56,2,36,†
INDIAN VALLEY ELEMENTARY,California,Walnut Creek Elementary,641250,1,87,57,12,216,–,25,†
INDIAN VALLEY ELEMENTARY,California,Stony Creek Joint Unified,638070,4,–,2,–,1,–,1,†
INDIAN VALLEY ELEMENTARY,California,Plumas Unified,631170,17,2,18,–,85,–,2,†
INDIANOLA ELEMENTARY,California,Selma Unified,636270,1,43,432,1,22,–,–,†
INDIO HIGH,California,Desert Sands Unified,611110,3,14,1918,28,47,–,14,†
INDIO MIDDLE,California,Desert Sands Unified,611110,1,5,761,12,23,–,7,†
INFANT AND PRESCHOOL PROGRAM,California,Oakland Unified,628050,–,–,–,1,–,–,–,†
INFANT PRE,California,San Ramon Valley Unified,635130,†,†,†,†,†,†,†,†
INGENIUM CHARTER,CALIFORNIA,Los Angeles Unified,622710,1,27,317,26,41,2,14,†
INGENIUM CHARTER MIDDLE,California,Los Angeles Unified,622710,1,12,110,7,13,–,–,†
INGENUITY CHARTER,CALIFORNIA,San Diego Unified,634320,–,4,68,21,7,1,10,†
INGLEWOOD CONTINUATION HIGH,California,Inglewood Unified,618390,1,1,57,17,0,1,1,†
INGLEWOOD HIGH,California,Inglewood Unified,618390,3,7,554,300,4,3,5,†
INGRID B. LACY MIDDLE,California,Pacifica,620460,1,124,145,9,188,9,73,†
INLAND LEADERS CHARTER,California,Yucaipa-Calimesa Joint Unified,643560,–,–,229,–,–,–,734,†
INNOVATION MIDDLE,California,San Diego Unified,634320,1,52,263,33,115,6,41,†
INNOVATIONS ACADEMY,California,San Diego Unified,634320,1,24,76,12,230,3,44,†
INNOVATIONS ACADEMY OF PALMDALE,CALIFORNIA,Palmdale Elementary,629580,1,2,24,10,4,–,–,†
INNOVATIVE HORIZONS CHARTER,California,Perris Elementary,630180,4,5,833,68,23,–,1,†
INSIGHT @ SAN DIEGO,California,Spencer Valley Elementary,637680,2,6,68,11,72,1,14,†
INSIGHT @ SAN JOAQUIN,CALIFORNIA,New Jerusalem Elementary,627030,5,8,54,23,50,4,12,†
INSIGHT SCHOOL OF CALIFORNIA,California,Maricopa Unified,623820,19,6,114,48,133,4,59,†
INSPIRE CHARTER,CALIFORNIA,Acton-Agua Dulce Unified,600001,6,109,627,135,866,6,229,†
INSPIRE CHARTER - KERN,CALIFORNIA,Maricopa Unified,623820,13,22,420,50,958,–,135,†
INSPIRE CHARTER - SOUTH,CALIFORNIA,Dehesa Elementary,610710,19,188,860,111,1510,10,297,†
INSPIRE CHARTER SCHOOL - NORTH,CALIFORNIA,Winship-Robbins,642900,4,14,124,2,359,–,70,†
INSPIRE CHARTER SCHOOLS - CENTRAL,CALIFORNIA,Westside Elementary,642210,0,13,44,6,181,0,4,†
INSPIRE SCHOOL OF ARTS AND SCIENCES,California,Chico Unified,608370,9,9,63,6,328,1,44,†
INTEGRITY CHARTER,California,National Elementary,626670,–,9,314,5,3,3,3,†
INTELLECTUAL VIRTUES ACADEMY,CALIFORNIA,Los Angeles County Office of Education,691078,0,2,21,11,9,0,1,†
INTELLECTUAL VIRTUES ACADEMY OF LONG BEACH,California,Long Beach Unified,622500,–,12,64,21,73,–,17,†
INTENSIVE LEARNING CENTER,California,Bellflower Unified,604440,4,64,348,120,81,1,12,†
INTERMOUNTAIN STEM ACADEMY CHARTER,CALIFORNIA,Kelseyville Unified,619320,0,0,0,0,10,0,3,†
INTERNATIONAL COMMUNITY,California,Oakland Unified,628050,–,6,277,5,5,–,8,†
INTERNATIONAL POLYTECHNIC HIGH,California,Los Angeles County Office of Education,691078,–,107,349,13,62,1,24,†
INTERNATIONAL SCHOOL OF MONTEREY,California,Monterey Peninsula Unified,625530,–,63,129,17,142,–,64,†
INTERNATIONAL STUDIES LRNG CENTER AT LEGACY HIGH SCH COMPLEX,California,Los Angeles Unified,622710,–,2,828,4,4,–,1,†
INVERNESS ELEMENTARY,California,Shoreline Unified,636670,–,1,18,–,15,1,2,†
INYO CO SMALL STEPS INFANT TODDLER AND PRESCH PROGRAM,California,Inyo County Office of Education,691011,†,†,†,†,†,†,†,†
INYOKERN ELEMENTARY,California,Sierra Sands Unified,636800,11,5,46,4,130,–,2,†
IONE ELEMENTARY,California,Amador County Unified,602450,14,3,93,2,302,2,20,†
IONE JUNIOR HIGH,California,Amador County Unified,602450,5,–,67,5,221,2,21,†
IONE OLSON ELEMENTARY,California,Monterey Peninsula Unified,625530,1,54,190,17,75,12,60,†
IPAKANNI EARLY COLLEGE CHARTER,California,Feather Falls Union Elementary,613710,20,0,12,3,17,0,13,†
IQ ACADEMY CALIFORNIA-LOS ANGELES,California,Rowland Unified,633750,11,39,156,71,152,6,35,†
IRA HARBISON,California,National Elementary,626670,1,167,314,17,23,6,24,†
IRENE B. WEST ELEMENTARY,California,Elk Grove Unified,612330,10,367,153,131,61,23,121,†
IRON HORSE MIDDLE,California,San Ramon Valley Unified,635130,–,415,103,21,442,5,72,†
IRON HOUSE ELEMENTARY,California,Oakley Union Elementary,628080,3,59,304,112,193,7,59,†
IRVINE ADULT TRANSITION PROGRAMS,California,Irvine Unified,684500,–,30,9,1,33,–,7,†
IRVINE HIGH,California,Irvine Unified,684500,5,1111,243,59,577,12,60,†
IRVING L. BRANCH ELEMENTARY,California,Muroc Joint Unified,626490,4,31,190,63,363,1,101,†
IRVINGTON HIGH,California,Fremont Unified,614400,5,1619,224,38,316,11,36,†
IRWIN ACADEMY OF PERFORMING ARTS,California,Victor Elementary,641040,10,4,437,162,83,4,29,†
IRWIN HIGH (CONTINUATION),California,Hilmar Unified,617220,0,0,18,0,19,0,1,†
IRWIN O. ADDICOTT ELEMENTARY,California,Fresno Unified,614550,0,3,34,3,2,0,0,†
ISAAC L. SOWERS MIDDLE,California,Huntington Beach City Elementary,618030,5,120,176,5,771,3,113,†
ISAAC NEWTON GRAHAM MIDDLE,California,Mountain View Whisman,626280,–,132,345,13,272,4,79,†
ISABELLE JACKSON ELEMENTARY,California,Elk Grove Unified,612330,8,273,248,140,95,12,94,†
ISADOR COHEN ELEMENTARY,California,Sacramento City Unified,633840,1,20,104,69,34,–,28,†
ISBELL MIDDLE,California,Santa Paula Unified,601421,–,3,1212,1,40,1,2,†
ISHI HILLS MIDDLE,California,Oroville City Elementary,629100,9,8,59,3,164,1,43,†
ISLA VISTA ELEMENTARY,California,Goleta Union Elementary,615510,1,60,260,7,111,1,22,†
ISLAND COMMUNITY DAY,California,Kingsburg Elementary Charter,619800,0,0,1,0,0,0,0,†
ISLAND ELEMENTARY,California,Island Union Elementary,618510,–,–,151,2,215,–,19,†
ISLAND HIGH (CONTINUATION),California,Alameda Unified,601770,0,15,46,26,25,2,14,†
ISLETON ELEMENTARY,California,River Delta Joint Unified,633110,1,1,99,1,68,–,7,†
ITLIONG-VERA CRUZ,California,New Haven Unified,626910,3,880,268,94,88,22,89,†
IVANHOE ELEMENTARY,California,Visalia Unified,641160,2,–,607,–,13,–,8,†
IVANHOE ELEMENTARY,California,Los Angeles Unified,622710,–,39,76,6,294,2,38,†
IVEY RANCH ELEMENTARY,California,Oceanside Unified,628250,–,75,227,28,308,8,112,†
IVY ACADEMIA,California,Los Angeles Unified,622710,3,112,422,70,148,3,29,†
IVY BOUND ACAD MATH SCI AND TECH CHARTER MID 2,California,Los Angeles Unified,622710,–,18,96,21,46,–,9,†
IVY BOUND ACAD OF MATH SCI AND TECH CHARTER MID,California,Los Angeles Unified,622710,1,14,63,6,128,–,10,†
IVY HIGH (CONTINUATION),California,Fallbrook Union High,613530,1,–,114,4,11,–,–,†
IVYTECH CHARTER,California,Moorpark Unified,625690,–,–,25,2,50,–,6,†
IZAAK WALTON INTERMEDIATE,California,Garden Grove Unified,614880,–,107,459,3,37,5,4,†
J. C. CRUMPTON ELEMENTARY,California,Monterey Peninsula Unified,625530,–,38,206,23,63,16,77,†
J. C. MONTGOMERY,California,Kings County Office of Education,691013,0,1,38,4,8,0,3,†
J. E. HESTER ELEMENTARY,California,Farmersville Unified,600035,–,2,400,–,19,–,–,†
J. E. VAN WIG ELEMENTARY,California,Bassett Unified,604110,–,18,390,4,2,–,–,†
J. E. YOUNG ACADEMIC CENTER,California,Fresno Unified,614550,0,15,188,40,27,0,1,†
J. EVERETT BARR COURT,California,Siskiyou County Office of Education,691038,0,0,1,0,2,0,1,†
J. H. HULL MIDDLE,California,Torrance Unified,639420,1,101,389,34,138,5,48,†
J. H. MCGAUGH ELEMENTARY,California,Los Alamitos Unified,622590,2,59,182,16,521,7,65,†
J. HALEY DURHAM ELEMENTARY,California,Fremont Unified,614400,–,353,145,32,60,2,24,†
J. M. AMADOR ELEMENTARY,CALIFORNIA,Dublin Unified,600019,5,706,23,14,70,–,56,†
J. MARION ROYNON ELEMENTARY,California,Bonita Unified,605610,–,33,513,24,132,–,39,†
J. W. OAKLEY ELEMENTARY,California,Brawley Elementary,605790,–,2,766,5,9,–,–,†
J. X. WILSON ELEMENTARY,California,Wright Elementary,643200,8,43,292,13,157,3,9,†
JACK FRANSCIONI ELEMENTARY,California,Soledad Unified,637050,–,22,539,2,24,–,4,†
JACK G. DESMOND MIDDLE,California,Madera Unified,623340,4,4,843,17,57,–,6,†
JACK L. WEAVER ELEMENTARY,California,Los Alamitos Unified,622590,2,274,124,15,235,4,39,†
JACK LONDON COMMUNITY DAY,California,Los Angeles Unified,622710,–,–,–,–,–,–,–,†
JACK LONDON CONTINUATION,California,Los Angeles Unified,622710,–,1,55,7,6,–,–,†
JACK LONDON ELEMENTARY,California,Piner-Olivet Union Elementary,630450,7,21,156,14,117,1,29,†
JACK LONDON ELEMENTARY,California,Antioch Unified,602850,–,63,200,146,38,2,41,†
JACK NORTHROP ELEMENTARY,California,Lancaster Elementary,620880,3,26,372,224,54,1,30,†
JACK NORTON ELEMENTARY,California,Klamath-Trinity Joint Unified,619950,22,–,3,–,4,–,–,†
JACKSON ACADEMY OF MUSIC AND MATH (JAMM),California,Morgan Hill Unified,625830,2,40,288,5,238,2,17,†
JACKSON AVENUE ELEMENTARY,California,Livermore Valley Joint Unified,622110,3,47,208,9,222,2,46,†
JACKSON ELEMENTARY,California,Rescue Union Elementary,632310,3,35,74,10,329,5,7,†
JACKSON ELEMENTARY,California,Fresno Unified,614550,5,5,391,8,4,–,4,†
JACKSON ELEMENTARY,California,Amador County Unified,602450,16,13,109,2,268,0,21,†
JACKSON ELEMENTARY,California,Sanger Unified,635250,–,6,338,2,38,–,55,†
JACKSON ELEMENTARY,California,Pasadena Unified,629940,2,8,393,76,59,1,8,†
JACKSON ELEMENTARY,California,Riverside Unified,633150,6,17,626,53,97,–,32,†
JACKSON HEIGHTS ELEMENTARY,California,Red Bluff Union Elementary,631980,19,4,162,3,254,1,14,†
JACKSON JUNIOR HIGH,California,Amador County Unified,602450,8,4,57,3,267,–,25,†
JACKSON STREET ELEMENTARY,California,Yreka Union Elementary,643380,77,10,84,4,323,–,28,†
JACOB WIENS ELEMENTARY,California,Hemet Unified,616920,1,5,542,135,133,3,28,†
JACOBSEN MIDDLE,California,Tehachapi Unified,638880,4,19,319,16,618,1,9,†
JACOBY CREEK,California,Jacoby Creek Elementary,618660,7,15,53,4,331,–,45,†
JAIME ESCALANTE ELEMENTARY,California,Los Angeles Unified,622710,–,1,566,1,30,–,3,†
JAMACHA ELEMENTARY,California,Cajon Valley Union,606810,1,23,123,23,299,5,30,†
JAMES A. GARFIELD SENIOR HIGH,California,Los Angeles Unified,622710,2,7,2500,9,11,1,1,†
JAMES A. GRAHAM ELEMENTARY,California,Newark Unified,627060,2,41,282,6,24,10,11,†
JAMES A. MCKEE ELEMENTARY,California,Elk Grove Unified,612330,3,49,215,28,169,3,56,†
