School Name,School Name [Public School] 201617,Agency Name,Agency ID,County Number,American Indian/Alaska Native,Asian or Asian/Pacific Islander,Hispanic,Black,White,Hawaiian Nat./Pacific Isl.,Two or More Races,FullTime Equivalent (FTE) Teachers,Pupil/Teacher Ratio ,Total Students All Grades (Includes AE)
MID VALLEY ALTERNATIVE CHARTER,Mid Valley Alternative Charter,Kit Carson Union Elementary,619890,6031,0,0,6,1,11,0,0,2,9,18
MID VALLEY HIGH (CONTINUATION),Mid Valley High (Continuation),Williams Unified,642540,6011,,,17,,3,,,0.88,22.73,20
MIDCITY'S PRESCOTT SCHOOL OF ENRICHED SCIENCES,MidCity's Prescott School of Enriched Sciences,Los Angeles Unified,622710,6037,0,3,151,80,12,0,4,10,25,250
MIDDLE COLLEGE HIGH,Middle College High,Los Angeles Unified,622710,6037,2,2,219,139,3,1,1,15,24.47,367
MIDDLE COLLEGE HIGH,Middle College High,Santa Ana Unified,635310,6059,,10,330,,4,,,13.67,25.16,344
MIDDLE COLLEGE HIGH,Middle College High,San Jose Unified,634590,6085,0,7,12,3,18,1,4,2,22.5,45
MIDDLE COLLEGE HIGH,Middle College High,Lodi Unified,622230,6077,3,141,63,7,22,3,9,8.45,29.35,248
MIDDLE COLLEGE HIGH,Middle College High,San Bernardino City Unified,634170,6071,,11,233,18,21,,5,10,28.8,288
MIDDLE COLLEGE HIGH,Middle College High,West Contra Costa Unified,632550,6013,,48,151,58,21,4,3,10,28.5,285
MIDDLETON PRIMARY CENTER,Middleton Primary Center,Los Angeles Unified,622710,6037,,,303,,1,,1,13,23.46,305
MIDDLETON STREET ELEMENTARY,Middleton Street Elementary,Los Angeles Unified,622710,6037,0,0,1004,3,9,1,2,42,24.26,1019
MIDDLETOWN HIGH,Middletown High,Middletown Unified,624750,6033,9,8,98,2,346,1,14,24.51,19.5,478
MIDDLETOWN MIDDLE,Middletown Middle,Middletown Unified,624750,6033,4,3,59,,164,,11,13,18.54,241
MIDLAND ELEMENTARY,Midland Elementary,Moreno Valley Unified,625800,6065,,5,477,80,53,8,34,25,26.28,657
MIDLAND ELEMENTARY,Midland Elementary,Poway Unified,631530,6073,,64,202,15,299,4,45,24,26.21,629
MIDWAY ELEMENTARY,Midway Elementary,Midway Elementary,624780,6029,1,,8,,73,,3,7,12.14,85
MIGUEL HIDALGO ELEMENTARY,Miguel Hidalgo Elementary,Brawley Elementary,605790,6025,,,643,3,2,,,26,24.92,648
MIGUEL HIDALGO ELEMENTARY,Miguel Hidalgo Elementary,Fresno Unified,614550,6019,2,75,572,33,16,,8,31.05,22.74,706
MIGUELITO ELEMENTARY,Miguelito Elementary,Lompoc Unified,622410,6083,3,20,423,9,148,1,27,26,24.27,631
MILDRED B. JANSON ELEMENTARY,Mildred B. Janson Elementary,Rosemead Elementary,633570,6037,1,345,192,1,17,,11,24.72,22.94,567
MILDRED PERKINS ELEMENTARY,Mildred Perkins Elementary,Salida Union Elementary,633900,6099,,23,143,22,93,4,21,8.5,36,306
MILES AVENUE ELEMENTARY,Miles Avenue Elementary,Los Angeles Unified,622710,6037,1,2,950,7,46,1,6,45,22.51,1013
MILES P. RICHMOND,Miles P. Richmond,Twin Rivers Unified,601332,6067,2,3,19,15,17,1,2,6,9.83,59
MILES W. CULWELL COMMUNITY DAY,Miles W. Culwell Community Day,CoalingaHuron Unified,609120,6019,0,0,2,0,0,0,0,,,2
MILK (HARVEY) CIVIL RIGHTS ELEMENTARY,Milk (Harvey) Civil Rights Elementary,San Francisco Unified,634410,6075,1,19,40,39,93,2,34,11,20.73,228
MILL ELEMENTARY,Mill Elementary,Whittier City Elementary,642450,6037,2,6,409,1,9,,12,15.55,28.23,439
MILL STREET ELEMENTARY,Mill Street Elementary,Orland Joint Unified,600045,6021,5,13,314,1,161,,1,22,22.5,495
MILL VALLEY MIDDLE,Mill Valley Middle,Mill Valley Elementary,624870,6041,2,51,78,10,821,1,79,55.57,18.75,1042
MILLARD MCCOLLAM ELEMENTARY,Millard McCollam Elementary,Alum Rock Union Elementary,602310,6085,1,171,207,9,26,4,16,20,21.7,434
MILLBROOK ELEMENTARY,Millbrook Elementary,Evergreen Elementary,613140,6085,1,410,177,9,25,2,27,20,32.55,651
MILLENNIAL TECH MIDDLE,Millennial Tech Middle,San Diego Unified,634320,6073,,22,288,107,7,4,23,22.9,19.69,451
MILLENNIUM CHARTER,Millennium Charter,Tracy Joint Unified,600047,6077,4,66,281,36,130,1,16,22.2,24.05,534
MILLENNIUM CHARTER HIGH,Millennium Charter High,Monterey County Office of Education,691021,6053,1,6,93,5,68,,22,0.6,325,195
MILLENNIUM HIGH ALTERNATIVE,Millennium High Alternative,Piedmont City Unified,630330,6001,1,6,10,7,36,,8,4.3,15.81,68
MILLER (ISAAC) ELEMENTARY,Miller (Isaac) Elementary,Santa MariaBonita,605580,6083,2,5,837,7,34,,,36.25,24.41,885
MILLER CREEK MIDDLE,Miller Creek Middle,Dixie Elementary,611220,6041,2,68,104,17,451,1,31,35.1,19.2,674
MILLER ELEMENTARY,Miller Elementary,San Diego Unified,634320,6073,1,20,175,75,384,2,78,28.6,25.7,735
MILLER ELEMENTARY,Miller Elementary,Escondido Union,612880,6073,2,35,225,10,122,3,38,20,21.75,435
MILLER FRED C. CAMP,Miller Fred C. Camp,Los Angeles County Office of Education,691078,6037,0,0,0,0,0,0,0,,,0
MILLER'S HILL,Miller's Hill,Latrobe,621180,6017,,1,12,,62,,6,4,20.25,81
MILLIKAN HIGH,Millikan High,Long Beach Unified,622500,6037,5,255,1735,332,1086,27,130,143.52,24.87,3570
MILLIKIN ELEMENTARY,Millikin Elementary,Santa Clara Unified,635430,6085,4,437,13,4,47,1,20,20,26.3,526
MILLS HIGH,Mills High,San Mateo Union High,634980,6081,,700,246,3,169,36,86,57.93,21.41,1240
MILLS MIDDLE,Mills Middle,FolsomCordova Unified,613890,6067,5,32,298,113,229,13,47,34.45,21.39,737
MILLSWOOD MIDDLE,Millswood Middle,Lodi Unified,622230,6077,2,40,394,7,383,4,18,40.08,21.16,848
MILLVIEW ELEMENTARY,Millview Elementary,Madera Unified,623340,6039,5,1,815,24,12,,1,32.6,26.32,858
MILLVILLE ELEMENTARY,Millville Elementary,Millville Elementary,624930,6089,2,2,13,,218,,16,12,20.92,251
MILOR CONTINUATION HIGH,Milor Continuation High,Rialto Unified,632370,6071,0,0,182,18,7,4,0,14.6,14.45,211
MILPITAS HIGH,Milpitas High,Milpitas Unified,624500,6085,4,2153,600,90,204,27,85,131.8,24,3163
MINARETS CHARTER HIGH,Minarets Charter High,Chawanakee Unified,600116,6039,7,4,59,6,176,,8,9.94,26.16,260
MINARETS HIGH,Minarets High,Chawanakee Unified,600116,6039,16,,39,2,144,,3,11.17,18.26,204
MINER (GEORGE) ELEMENTARY,Miner (George) Elementary,Oak Grove Elementary,627810,6085,3,66,312,15,40,3,12,17,26.53,451
MINERAL KING ELEMENTARY,Mineral King Elementary,Visalia Unified,641160,6107,,28,479,6,104,2,27,23,28.09,646
MINNIE CANNON ELEMENTARY,Minnie Cannon Elementary,Middletown Unified,624750,6033,1,1,72,,85,,11,7,24.29,170
MINT CANYON COMMUNITY ELEMENTARY,Mint Canyon Community Elementary,Sulphur Springs Union,638220,6037,,14,357,21,50,1,14,18,25.39,457
MINTIE WHITE ELEMENTARY,Mintie White Elementary,Pajaro Valley Unified,629490,6087,,3,631,3,52,,,28,24.61,689
MIRA CATALINA ELEMENTARY,Mira Catalina Elementary,Palos Verdes Peninsula Unified,629700,6037,1,48,85,4,196,,41,15,25,375
MIRA COSTA HIGH,Mira Costa High,Manhattan Beach Unified,600025,6037,3,247,382,96,1491,5,290,95.36,26.36,2514
MIRA LOMA HIGH,Mira Loma High,San Juan Unified,634620,6067,12,488,355,157,684,25,58,69.82,25.48,1779
MIRA LOMA MIDDLE,Mira Loma Middle,Jurupa Unified,619260,6065,1,10,792,6,61,2,12,38.24,23.12,884
MIRA MESA HIGH,Mira Mesa High,San Diego Unified,634320,6073,3,1166,570,121,319,21,224,98.25,24.67,2424
MIRA MONTE ELEMENTARY,Mira Monte Elementary,Ojai Unified,628270,6111,,2,140,1,211,,16,14.6,25.34,370
MIRA MONTE HIGH,Mira Monte High,Kern High,619540,6029,5,35,2036,117,69,,15,82.74,27.52,2277
MIRA VISTA ELEMENTARY,Mira Vista Elementary,West Contra Costa Unified,632550,6013,2,65,206,98,135,4,48,24.7,22.59,558
MIRALESTE ELEMENTARY,Miraleste Elementary,Palos Verdes Peninsula Unified,629700,6037,,,,,,,,,,
MIRALESTE INTERMEDIATE,Miraleste Intermediate,Palos Verdes Peninsula Unified,629700,6037,2,137,155,29,518,2,48,33.64,26.49,891
MIRALOMA ELEMENTARY,Miraloma Elementary,San Francisco Unified,634410,6075,1,63,55,13,205,,52,15,25.93,389
MIRAMAR RANCH ELEMENTARY,Miramar Ranch Elementary,San Diego Unified,634320,6073,1,188,123,25,319,,102,28.4,26.69,758
MIRAMONTE ELEMENTARY,Miramonte Elementary,Mountain View Elementary,626190,6037,,15,467,2,1,,1,20,24.3,486
MIRAMONTE ELEMENTARY,Miramonte Elementary,Los Angeles Unified,622710,6037,0,0,721,6,16,0,1,34,21.88,744
MIRAMONTE ELEMENTARY,Miramonte Elementary,Clovis Unified,609030,6019,3,67,355,6,161,1,9,24,25.08,602
MIRAMONTE HIGH,Miramonte High,Acalanes Union High,601650,6013,3,200,110,31,798,5,130,62.2,20.53,1277
MIRANDA JUNIOR HIGH,Miranda Junior High,Southern Humboldt Joint Unified,637590,6023,4,2,13,1,101,,5,6.21,20.29,126
MIRUS SECONDARY,Mirus Secondary,Hesperia Unified,600014,6071,,5,140,13,76,,14,11.95,20.75,248
MISSION AVENUE OPEN ELEMENTARY,Mission Avenue Open Elementary,San Juan Unified,634620,6067,1,22,61,11,381,1,24,17,29.47,501
MISSION BAY HIGH,Mission Bay High,San Diego Unified,634320,6073,6,35,614,57,278,4,60,54.21,19.44,1054
MISSION BELL ELEMENTARY,Mission Bell Elementary,Jurupa Unified,619260,6065,1,1,414,3,11,,2,18,24,432
MISSION COMMUNITY DAY,Mission Community Day,Corcoran Joint Unified,609690,6031,0,0,15,2,0,0,0,,,17
MISSION CONTINUATION,Mission Continuation,Los Angeles Unified,622710,6037,,,66,,3,,,5,13.8,69
MISSION CREST ELEMENTARY,Mission Crest Elementary,Hesperia Unified,600014,6071,4,6,639,33,56,,278,40,25.4,1016
MISSION EDUCATION CENTER,Mission Education Center,San Francisco Unified,634410,6075,,,151,,,,13,9.33,17.58,164
MISSION ELEMENTARY,Mission Elementary,Antioch Unified,602850,6013,3,44,321,134,66,11,23,23,26.17,602
MISSION ELEMENTARY,Mission Elementary,Oceanside Unified,628250,6073,,11,459,21,40,7,15,23.15,23.89,553
MISSION ELEMENTARY,Mission Elementary,Mission Union Elementary,625110,6053,,4,93,,28,,1,5.5,22.91,126
MISSION ELEMENTARY,Mission Elementary,OntarioMontclair,628470,6071,10,7,634,18,11,2,29,28,25.39,711
MISSION ELEMENTARY,Mission Elementary,Redlands Unified,632070,6071,,99,235,83,97,1,36,21,26.24,551
MISSION ESTANCIA ELEMENTARY,Mission Estancia Elementary,Encinitas Union Elementary,612750,6073,1,39,67,10,362,,30,20.5,24.83,509
MISSION HIGH,Mission High,San Francisco Unified,634410,6075,9,161,565,168,97,13,63,72.73,14.79,1076
MISSION HILL MIDDLE,Mission Hill Middle,Santa Cruz City High,635600,6087,1,32,189,8,333,3,28,23.15,25.66,594
MISSION HILLS HIGH,Mission Hills High,San Marcos Unified,634880,6073,6,196,1308,69,924,18,1,102.7,24.56,2522
MISSION MEADOWS ELEMENTARY,Mission Meadows Elementary,Vista Unified,641190,6073,1,16,347,9,171,5,36,24,24.38,585
MISSION MIDDLE,Mission Middle,Escondido Union,612880,6073,,15,896,12,16,,24,45.92,20.97,963
MISSION MIDDLE,Mission Middle,Jurupa Unified,619260,6065,,6,799,22,27,4,5,37.72,22.88,863
MISSION OAK HIGH,Mission Oak High,Tulare Joint Union High,639930,6107,10,26,1109,27,320,4,9,57.3,26.27,1505
MISSION PARK ELEMENTARY,Mission Park Elementary,Salinas City Elementary,633930,6053,,19,530,8,154,1,27,29,25.48,739
MISSION PREPARATORY,Mission Preparatory,San Francisco Unified,634410,6075,0,23,220,10,4,1,6,10,26.4,264
MISSION SAN JOSE ELEMENTARY,Mission San Jose Elementary,Fremont Unified,614400,6001,1,575,21,6,18,,9,26.5,23.77,630
MISSION SAN JOSE HIGH,Mission San Jose High,Fremont Unified,614400,6001,3,1850,32,7,99,2,10,86.31,23.21,2003
MISSION TRAILS ROP,Mission Trails ROP,Mission Trails ROP,600120,6053,0,0,0,0,0,0,0,,,0
MISSION VALLEY,Mission Valley,Lompoc Unified,622410,6083,,,8,,13,,6,1,27,27
MISSION VALLEY ELEMENTARY,Mission Valley Elementary,Fremont Unified,614400,6001,1,596,35,5,30,1,9,27,25.07,677
MISSION VALLEY ELEMENTARY,Mission Valley Elementary,Tulare City,639870,6107,2,33,449,13,244,3,22,30,25.53,766
MISSION VALLEY ROCP,Mission Valley ROCP,Mission Valley ROC/P,600086,6001,0,0,0,0,0,0,0,,,0
MISSION VIEJO HIGH,Mission Viejo High,Saddleback Valley Unified,633860,6059,4,204,678,33,1271,14,120,93.56,24.84,2324
MISSION VIEW PUBLIC,Mission View Public,William S. Hart Union High,642510,6037,7,29,1394,200,162,2,47,81.35,22.63,1841
MISSION VISTA HIGH,Mission Vista High,Vista Unified,641190,6073,5,151,538,44,800,17,79,76,21.5,1634
MISTLETOE ELEMENTARY,Mistletoe Elementary,Enterprise Elementary,612810,6089,12,33,98,10,430,,62,26.13,24.68,645
MIT ACADEMY,MIT Academy,Vallejo City Unified,640740,6095,1,97,221,75,67,4,5,19.94,23.57,470
MITCHELL COMMUNITY ELEMENTARY,Mitchell Community Elementary,Sulphur Springs Union,638220,6037,3,42,328,42,184,,28,25,25.08,627
MITCHELL ELEMENTARY,Mitchell Elementary,Garden Grove Unified,614880,6059,,175,237,4,24,7,2,17,26.41,449
MITCHELL ELEMENTARY,Mitchell Elementary,Atwater Elementary,603420,6047,1,21,456,8,90,,15,20,29.55,591
MITCHELL INTERMEDIATE,Mitchell Intermediate,Atwater Elementary,603420,6047,8,47,571,24,194,6,14,32.72,26.41,864
MIWOK VALLEY ELEMENTARY CHARTER,Miwok Valley Language Academy Charter,Old Adobe Union,628320,6097,3,9,267,12,72,,11,17.4,21.49,374
MLK / LAFAYETTE ELEMENTARY,Lafayette Elementary,Oakland Unified,628050,6001,,8,34,99,5,2,10,6.5,24.31,158
MOCCASIN COMMUNITY DAY,Moccasin Community Day,Big Oak FlatGroveland Unified,691137,6109,1,0,1,0,3,0,0,1,5,5
MODESTO HIGH,Modesto High,Modesto City High,625150,6099,9,247,1742,60,283,7,115,99,24.88,2463
MODOC COUNTY JUVENILE COURT,Modoc County Juvenile Court,Modoc County Office of Education,691093,6049,0,0,7,2,7,0,1,1,17,17
MODOC COUNTY ROP,Modoc County ROP,Modoc County ROP,600081,6049,0,0,0,0,0,0,0,,,0
MODOC COUNTY SPECIAL EDUCATION,Modoc County Special Education,Modoc County Office of Education,691093,6049,1,0,6,2,7,0,0,10,1.6,16
MODOC HIGH,Modoc High,Modoc Joint Unified,625190,6049,23,6,36,5,161,,5,14.37,16.42,236
MODOC MIDDLE,Modoc Middle,Modoc Joint Unified,625190,6049,14,4,37,,134,,4,9.84,19.61,193
MOFFETT ELEMENTARY,Moffett Elementary,Lennox,621420,6037,2,5,790,19,4,6,35,39,22.08,861
MOJAVE ELEMENTARY,Mojave Elementary,Mojave Unified,625230,6029,7,3,253,159,53,0,23,26,19.15,498
MOJAVE HIGH,Mojave High,Hesperia Unified,600014,6071,1,1,227,36,64,0,4,17.3,19.25,333
MOJAVE JR./SR. HIGH,Mojave Jr./Sr. High,Mojave Unified,625230,6029,3,2,168,60,48,,6,16.93,16.95,287
MOJAVE RIVER ACADEMY,Mojave River Academy,Oro Grande Elementary,628950,6071,11,5,836,91,389,10,50,71.24,19.54,1392
MOJAVE VISTA ELEMENTARY,Mojave Vista Elementary,Victor Elementary,641040,6071,12,39,656,191,116,6,14,39,26.51,1034
MOKELUMNE HIGH (CONTINUATION),Mokelumne High (Continuation),River Delta Joint Unified,633110,6067,0,0,12,0,2,0,1,2,7.5,15
MOKELUMNE HILL ELEMENTARY,Mokelumne Hill Elementary,Calaveras Unified,606870,6009,2,1,13,,59,,6,3,27,81
MOLLY S. BAKMAN ELEMENTARY,Molly S. Bakman Elementary,Fresno Unified,614550,6019,2,180,539,43,31,1,16,32,25.38,812
MONACHE HIGH,Monache High,Porterville Unified,600064,6107,18,129,1382,12,300,3,32,76.66,24.47,1876
MONARCH,Monarch,San Diego County Office of Education,691030,6073,1,1,202,41,22,1,15,15,18.87,283
MONARCH ACADEMY,Monarch Academy,Mariposa County Office of Education,691090,6043,2,0,9,0,35,0,2,6,8,48
MONARCH GROVE ELEMENTARY,Monarch Grove Elementary,San Luis Coastal Unified,634800,6079,,12,63,3,237,,26,15.65,21.79,341
MONARCH LEARNING CENTER,Monarch Learning Center,Redding Elementary,632040,6089,,,6,,42,1,7,3.9,14.36,56
MONETA CONTINUATION,Moneta Continuation,Los Angeles Unified,622710,6037,,1,31,12,1,,1,3,15.33,46
MONO COUNTY ROP,Mono County ROP,Mono County ROC/P,600155,6051,0,0,0,0,0,0,0,,,0
MONROE (ALBERT F.) MAGNET MIDDLE SCHOOL,Monroe (Albert F.) Magnet Middle School,Inglewood Unified,618390,6037,2,2,363,167,2,8,5,27.36,20.07,549
MONROE ELEMENTARY,Monroe Elementary,Hanford Elementary,616470,6031,6,5,494,23,173,1,28,29,25.17,730
MONROE ELEMENTARY,Monroe Elementary,Monroe Elementary,625290,6019,,7,159,,4,,,9,18.89,170
MONROE ELEMENTARY,Monroe Elementary,Monrovia Unified,625320,6037,3,24,444,39,112,,6,26,24.15,628
MONROE ELEMENTARY,Monroe Elementary,Santa Ana Unified,635310,6059,3,11,350,2,2,3,1,14,26.57,372
MONROE ELEMENTARY,Monroe Elementary,Riverside Unified,633150,6065,4,9,540,24,87,1,14,25.5,26.63,679
MONROE ELEMENTARY,Monroe Elementary,Stockton Unified,638010,6077,8,69,416,56,11,,7,16.83,33.69,567
MONROE ELEMENTARY,Monroe Elementary,Santa Barbara Unified,601414,6083,,11,335,5,93,,2,17,26.24,446
MONROE ELEMENTARY,Monroe Elementary,San Leandro Unified,634680,6001,1,122,148,41,38,6,29,16,24.06,385
MONROE ELEMENTARY,Monroe Elementary,San Francisco Unified,634410,6075,,,,,,,,17,,
MONROE HIGH (CONTINUATION),Monroe High (Continuation),Tehachapi Unified,638880,6029,0,1,28,2,31,0,1,5,12.6,63
MONROE MIDDLE,Monroe Middle,Campbell Union,607200,6085,4,99,522,42,133,7,28,39,21.41,835
MONROVIA HIGH,Monrovia High,Monrovia Unified,625320,6037,5,113,1018,135,378,5,33,72.56,23.25,1687
MONSENOR OSCAR ROMERO CHARTER MIDDLE,Monsenor Oscar Romero Charter Middle,Los Angeles Unified,622710,6037,,1,335,1,,,,13,25.92,337
MONSONSULTANA ELEMENTARY,MonsonSultana Elementary,MonsonSultana Joint Union Elementary,625350,6107,,1,401,,35,1,2,20,22,440
MONTA LOMA ELEMENTARY,Monta Loma Elementary,Mountain View Whisman,626280,6085,,62,211,6,138,5,41,20.04,23.1,463
MONTA VISTA HIGH,Monta Vista High,Fremont Union High,614430,6085,1,1848,68,5,335,2,75,93.1,25.07,2334
MONTAGUE CHARTER ACADEMY,Montague Charter Academy,Los Angeles Unified,622710,6037,2,11,866,7,10,2,,39,23.03,898
MONTAGUE ELEMENTARY,Montague Elementary,Montague Elementary,625380,6093,10,1,27,1,75,4,57,12,14.58,175
MONTAGUE ELEMENTARY,Montague Elementary,Santa Clara Unified,635430,6085,5,166,128,15,61,1,18,19,20.74,394
MONTAIR ELEMENTARY,Montair Elementary,San Ramon Valley Unified,635130,6013,1,84,46,1,364,,53,26.21,20.95,549
MONTALVIN MANOR ELEMENTARY,Montalvin Manor Elementary,West Contra Costa Unified,632550,6013,,58,284,61,21,3,4,19,22.68,431
MONTALVO ELEMENTARY,Montalvo Elementary,Ventura Unified,640980,6111,,8,337,2,70,1,15,17.5,24.74,433
MONTARA AVENUE ELEMENTARY,Montara Avenue Elementary,Los Angeles Unified,622710,6037,,,853,5,10,,1,40,21.73,869
MONTARA ELEMENTARY,Montara Elementary,Barstow Unified,604020,6071,4,11,386,107,106,6,39,24,27.46,659
MONTCLAIR ELEMENTARY,Montclair Elementary,Oakland Unified,628050,6001,,76,93,90,271,,113,25,25.72,643
MONTCLAIR HIGH,Montclair High,Chaffey Joint Union High,608160,6071,12,136,2524,68,139,9,29,117.94,24.73,2917
MONTCLAIRE ELEMENTARY,Montclaire Elementary,Cupertino Union,610290,6085,3,181,29,,191,1,53,18.33,24.99,458
MONTE BELLA ELEMENTARY,Monte Bella Elementary,Alisal Union,601950,6053,,15,685,3,9,,12,27,26.81,724
MONTE GARDENS ELEMENTARY,Monte Gardens Elementary,Mt. Diablo Unified,626370,6013,1,84,160,21,202,,57,21,25,525
MONTE RIO ELEMENTARY,Monte Rio Elementary,Monte Rio Union Elementary,625410,6097,,2,9,1,62,,16,5,18,90
MONTE VERDE ELEMENTARY,Monte Verde Elementary,South San Francisco Unified,637530,6081,2,335,103,10,53,6,50,22,25.41,559
MONTE VISTA,Monte Vista,Monterey Peninsula Unified,625530,6053,1,24,106,4,149,1,27,14,22.29,312
MONTE VISTA,Monte Vista,Simi Valley Unified,636840,6111,1,6,62,3,133,,7,10,21.2,212
MONTE VISTA ELEMENTARY,Monte Vista Elementary,Murrieta Valley Unified,600029,6065,2,108,334,73,350,12,96,41.5,23.49,975
MONTE VISTA ELEMENTARY,Monte Vista Elementary,Mountain View Elementary,626190,6037,,24,720,,,,1,28.4,26.23,745
MONTE VISTA ELEMENTARY,Monte Vista Elementary,Santa Ana Unified,635310,6059,2,4,583,5,4,2,,22,27.27,600
MONTE VISTA ELEMENTARY,Monte Vista Elementary,West Covina Unified,642000,6037,1,68,401,17,34,,6,24.1,21.87,527
MONTE VISTA ELEMENTARY,Monte Vista Elementary,Lancaster Elementary,620880,6037,,19,382,221,123,,27,27,28.59,772
MONTE VISTA ELEMENTARY,Monte Vista Elementary,Glendale Unified,615240,6037,2,416,57,1,272,,51,29,27.55,799
MONTE VISTA ELEMENTARY,Monte Vista Elementary,Hope Elementary,617490,6083,,15,106,3,184,1,22,14,23.64,331
MONTE VISTA ELEMENTARY,Monte Vista Elementary,CotatiRohnert Park Unified,609940,6097,2,31,212,9,256,1,67,26,22.23,578
MONTE VISTA ELEMENTARY,Monte Vista Elementary,Porterville Unified,600064,6107,9,9,412,1,52,2,24,20,25.45,509
MONTE VISTA ELEMENTARY,Monte Vista Elementary,Vista Unified,641190,6073,1,6,324,20,159,15,30,23,24.13,555
MONTE VISTA ELEMENTARY,Monte Vista Elementary,OntarioMontclair,628470,6071,4,32,534,19,33,1,12,26,24.42,635
MONTE VISTA HIGH,Monte Vista High,Grossmont Union High,616230,6073,5,80,1043,183,243,13,116,81.58,20.63,1683
MONTE VISTA HIGH,Monte Vista High,San Ramon Valley Unified,635130,6013,7,458,197,22,1511,2,171,104,22.77,2368
MONTE VISTA HIGH,Monte Vista High,NewportMesa Unified,627240,6059,0,1,14,1,26,0,1,3.05,14.1,43
MONTE VISTA MIDDLE,Monte Vista Middle,South Whittier Elementary,637560,6037,1,4,265,,7,,,13,21.31,277
MONTE VISTA MIDDLE,Monte Vista Middle,San Jacinto Unified,634440,6065,13,19,639,91,104,10,30,37.61,24.09,906
MONTE VISTA MIDDLE,Monte Vista Middle,Pleasant Valley,630990,6111,1,86,312,45,312,3,52,36.74,22.07,811
MONTE VISTA MIDDLE,Monte Vista Middle,Tracy Joint Unified,600047,6077,1,116,607,70,110,20,26,42,22.62,950
MONTE VISTA STREET ELEMENTARY,Monte Vista Street Elementary,Los Angeles Unified,622710,6037,,8,377,5,34,,,19,22.32,424
MONTEBELLO COMMUNITY DAY,Montebello Community Day,Montebello Unified,625470,6037,0,0,71,0,1,0,0,7.02,10.26,72
MONTEBELLO GARDENS ELEMENTARY,Montebello Gardens Elementary,Montebello Unified,625470,6037,,3,370,,2,,1,14.5,25.93,376
MONTEBELLO HIGH,Montebello High,Montebello Unified,625470,6037,4,29,2513,9,51,2,10,102.24,25.61,2618
MONTEBELLO INTERMEDIATE,Montebello Intermediate,Montebello Unified,625470,6037,3,9,955,,3,,4,32.01,30.43,974
MONTEBELLO PARK ELEMENTARY,Montebello Park Elementary,Montebello Unified,625470,6037,,1,559,,3,,,22,25.59,563
MONTECITO HIGH (CONTINUATION),Montecito High (Continuation),Ramona City Unified,631710,6073,2,,54,1,70,,4,6.2,21.13,131
MONTECITO UNION,Montecito Union,Montecito Union Elementary,625500,6083,1,4,26,4,356,,22,37,11.16,413
MONTEMALAGA ELEMENTARY,Montemalaga Elementary,Palos Verdes Peninsula Unified,629700,6037,1,165,59,11,208,2,43,19,25.74,489
MONTERA ELEMENTARY,Montera Elementary,OntarioMontclair,628470,6071,10,57,519,10,10,9,8,26,23.96,623
MONTERA MIDDLE,Montera Middle,Oakland Unified,628050,6001,3,83,147,295,170,8,72,43.2,18.01,778
MONTEREY BAY CHARTER,Monterey Bay Charter,Monterey County Office of Education,691021,6053,4,21,79,6,219,2,56,16,24.19,387
MONTEREY CONTINUATION,Monterey Continuation,Los Angeles Unified,622710,6037,,,68,,3,,,4,17.75,71
MONTEREY COUNTY HOME CHARTER,Monterey County Home Charter,Monterey County Office of Education,691021,6053,2,7,187,2,91,1,8,17.3,17.23,298
MONTEREY COUNTY SPECIAL EDUCATION,Monterey County Special Education,Monterey County Office of Education,691021,6053,1,14,232,5,26,1,4,45.1,6.27,283
